,Track.Name,Artist.Name,Genre,Beats.Per.Minute,Energy,Danceability,Loudness..dB..,Liveness,Valence.,Length.,Acousticness..,Speechiness.,Popularity
523,Take It Off,Kesha,dance pop,601.896371,10.58346774,26.28024194,-0.241129032,19.11532258,173.2181452,143.7552419,-222.9689516,-69.67177419,-234.3653226
524,Misery,Maroon 14,pop,602.9443548,10.43467742,26.18951613,-0.230645161,19.11451613,173.4653226,143.5653226,-223.4766129,-69.84032258,-235.033871
525,All The Right Moves,OneRepublic,dance pop,603.9923387,10.2858871,26.09879032,-0.22016129,19.11370968,173.7125,143.3754032,-223.9842742,-70.00887097,-235.7024194
526,Animal,Neon Trees,indie pop,605.0403226,10.13709677,26.00806452,-0.209677419,19.11290323,173.9596774,143.1854839,-224.4919355,-70.17741935,-236.3709677
527,Naturally,Selena Gomez & The Scene,dance pop,606.0883065,9.988306452,25.91733871,-0.199193548,19.11209677,174.2068548,142.9955645,-224.9995968,-70.34596774,-237.0395161
528,I Like It,Enrique Iglesias,dance pop,607.1362903,9.839516129,25.8266129,-0.188709677,19.11129032,174.4540323,142.8056452,-225.5072581,-70.51451613,-237.7080645
529,Teenage Dream,Katy Perry,dance pop,608.1842742,9.690725806,25.7358871,-0.178225806,19.11048387,174.7012097,142.6157258,-226.0149194,-70.68306452,-238.3766129
530,California Gurls,Katy Perry,dance pop,609.2322581,9.541935484,25.64516129,-0.167741935,19.10967742,174.9483871,142.4258065,-226.5225806,-70.8516129,-239.0451613
531,12,Britney Spears,dance pop,610.2802419,9.393145161,25.55443548,-0.157258065,19.10887097,175.1955645,142.2358871,-227.0302419,-71.02016129,-239.7137097
532,"Hey, Soul Sister",Train,neo mellow,611.3282258,9.244354839,25.46370968,-0.146774194,19.10806452,175.4427419,142.0459677,-227.5379032,-71.18870968,-240.3822581
533,Love The Way You Lie,Eminem,detroit hip hop,612.3762097,9.095564516,25.37298387,-0.136290323,19.10725806,175.6899194,141.8560484,-228.0455645,-71.35725806,-241.0508065
534,TiK ToK,Kesha,dance pop,613.4241935,8.946774194,25.28225806,-0.125806452,19.10645161,175.9370968,141.666129,-228.5532258,-71.52580645,-241.7193548
535,Bad Romance,Lady Gaga,dance pop,614.4721774,8.797983871,25.19153226,-0.115322581,19.10564516,176.1842742,141.4762097,-229.0608871,-71.69435484,-242.3879032
536,Just the Way You Are,Bruno Mars,pop,615.5201613,8.649193548,25.10080645,-0.10483871,19.10483871,176.4314516,141.2862903,-229.5685484,-71.86290323,-243.0564516
537,Baby,Justin Bieber,canadian pop,616.5681452,8.500403226,25.01008065,-0.094354839,19.10403226,176.678629,141.096371,-230.0762097,-72.03145161,-243.725
538,Dynamite,Taio Cruz,dance pop,617.616129,8.351612903,24.91935484,-0.083870968,19.10322581,176.9258065,140.9064516,-230.583871,-72.2,-244.3935484
539,Secrets,OneRepublic,dance pop,618.6641129,8.202822581,24.82862903,-0.073387097,19.10241935,177.1729839,140.7165323,-231.0915323,-72.36854839,-245.0620968
540,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,619.7120968,8.054032258,24.73790323,-0.062903226,19.1016129,177.4201613,140.5266129,-231.5991935,-72.53709677,-245.7306452
541,Only Girl (In The World),Rihanna,barbadian pop,620.7600806,7.905241935,24.64717742,-0.052419355,19.10080645,177.6673387,140.3366935,-232.1068548,-72.70564516,-246.3991935
542,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,621.8080645,7.756451613,24.55645161,-0.041935484,19.1,177.9145161,140.1467742,-232.6145161,-72.87419355,-247.0677419
543,Marry You,Bruno Mars,pop,622.8560484,7.60766129,24.46572581,-0.031451613,19.09919355,178.1616935,139.9568548,-233.1221774,-73.04274194,-247.7362903
544,Cooler Than Me - Single Mix,Mike Posner,dance pop,623.9040323,7.458870968,24.375,-0.020967742,19.0983871,178.408871,139.7669355,-233.6298387,-73.21129032,-248.4048387
545,Telephone,Lady Gaga,dance pop,624.9520161,7.310080645,24.28427419,-0.010483871,19.09758065,178.6560484,139.5770161,-234.1375,-73.37983871,-249.0733871
546,Like A G16,Far East Movement,dance pop,626,7.161290323,24.19354839,1.24345E-14,19.09677419,178.9032258,139.3870968,-234.6451613,-73.5483871,-249.7419355
547,OMG (feat. will.i.am),Usher,atl hip hop,627.0479839,7.0125,24.10282258,0.010483871,19.09596774,179.1504032,139.1971774,-235.1528226,-73.71693548,-250.4104839
548,Eenie Meenie,Sean Kingston,dance pop,628.0959677,6.863709677,24.01209677,0.020967742,19.09516129,179.3975806,139.0072581,-235.6604839,-73.88548387,-251.0790323
549,The Time (Dirty Bit),The Black Eyed Peas,dance pop,629.1439516,6.714919355,23.92137097,0.031451613,19.09435484,179.6447581,138.8173387,-236.1681452,-74.05403226,-251.7475806
550,Alejandro,Lady Gaga,dance pop,630.1919355,6.566129032,23.83064516,0.041935484,19.09354839,179.8919355,138.6274194,-236.6758065,-74.22258065,-252.416129
551,"Hey, Soul Sister",Train,neo mellow,631.2399194,6.41733871,23.73991935,0.052419355,19.09274194,180.1391129,138.4375,-237.1834677,-74.39112903,-253.0846774
552,Love The Way You Lie,Eminem,detroit hip hop,632.2879032,6.268548387,23.64919355,0.062903226,19.09193548,180.3862903,138.2475806,-237.691129,-74.55967742,-253.7532258
553,TiK ToK,Kesha,dance pop,633.3358871,6.119758065,23.55846774,0.073387097,19.09112903,180.6334677,138.0576613,-238.1987903,-74.72822581,-254.4217742
554,Bad Romance,Lady Gaga,dance pop,634.383871,5.970967742,23.46774194,0.083870968,19.09032258,180.8806452,137.8677419,-238.7064516,-74.89677419,-255.0903226
555,Just the Way You Are,Bruno Mars,pop,635.4318548,5.822177419,23.37701613,0.094354839,19.08951613,181.1278226,137.6778226,-239.2141129,-75.06532258,-255.758871
556,Baby,Justin Bieber,canadian pop,636.4798387,5.673387097,23.28629032,0.10483871,19.08870968,181.375,137.4879032,-239.7217742,-75.23387097,-256.4274194
557,Dynamite,Taio Cruz,dance pop,637.5278226,5.524596774,23.19556452,0.115322581,19.08790323,181.6221774,137.2979839,-240.2294355,-75.40241935,-257.0959677
558,Secrets,OneRepublic,dance pop,638.5758065,5.375806452,23.10483871,0.125806452,19.08709677,181.8693548,137.1080645,-240.7370968,-75.57096774,-257.7645161
559,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,639.6237903,5.227016129,23.0141129,0.136290323,19.08629032,182.1165323,136.9181452,-241.2447581,-75.73951613,-258.4330645
560,Only Girl (In The World),Rihanna,barbadian pop,640.6717742,5.078225806,22.9233871,0.146774194,19.08548387,182.3637097,136.7282258,-241.7524194,-75.90806452,-259.1016129
561,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,641.7197581,4.929435484,22.83266129,0.157258065,19.08467742,182.6108871,136.5383065,-242.2600806,-76.0766129,-259.7701613
562,Marry You,Bruno Mars,pop,642.7677419,4.780645161,22.74193548,0.167741935,19.08387097,182.8580645,136.3483871,-242.7677419,-76.24516129,-260.4387097
563,Cooler Than Me - Single Mix,Mike Posner,dance pop,643.8157258,4.631854839,22.65120968,0.178225806,19.08306452,183.1052419,136.1584677,-243.2754032,-76.41370968,-261.1072581
564,Telephone,Lady Gaga,dance pop,644.8637097,4.483064516,22.56048387,0.188709677,19.08225806,183.3524194,135.9685484,-243.7830645,-76.58225806,-261.7758065
565,Like A G16,Far East Movement,dance pop,645.9116935,4.334274194,22.46975806,0.199193548,19.08145161,183.5995968,135.778629,-244.2907258,-76.75080645,-262.4443548
566,OMG (feat. will.i.am),Usher,atl hip hop,646.9596774,4.185483871,22.37903226,0.209677419,19.08064516,183.8467742,135.5887097,-244.7983871,-76.91935484,-263.1129032
567,Eenie Meenie,Sean Kingston,dance pop,648.0076613,4.036693548,22.28830645,0.22016129,19.07983871,184.0939516,135.3987903,-245.3060484,-77.08790323,-263.7814516
568,The Time (Dirty Bit),The Black Eyed Peas,dance pop,649.0556452,3.887903226,22.19758065,0.230645161,19.07903226,184.341129,135.208871,-245.8137097,-77.25645161,-264.45
569,Alejandro,Lady Gaga,dance pop,650.103629,3.739112903,22.10685484,0.241129032,19.07822581,184.5883065,135.0189516,-246.321371,-77.425,-265.1185484
570,Your Love Is My Drug,Kesha,dance pop,651.1516129,3.590322581,22.01612903,0.251612903,19.07741935,184.8354839,134.8290323,-246.8290323,-77.59354839,-265.7870968
571,Meet Me Halfway,The Black Eyed Peas,dance pop,652.1995968,3.441532258,21.92540323,0.262096774,19.0766129,185.0826613,134.6391129,-247.3366935,-77.76209677,-266.4556452
572,Whataya Want from Me,Adam Lambert,australian pop,653.2475806,3.292741935,21.83467742,0.272580645,19.07580645,185.3298387,134.4491935,-247.8443548,-77.93064516,-267.1241935
573,Take It Off,Kesha,dance pop,654.2955645,3.143951613,21.74395161,0.283064516,19.075,185.5770161,134.2592742,-248.3520161,-78.09919355,-267.7927419
574,Misery,Maroon 15,pop,655.3435484,2.99516129,21.65322581,0.293548387,19.07419355,185.8241935,134.0693548,-248.8596774,-78.26774194,-268.4612903
575,All The Right Moves,OneRepublic,dance pop,656.3915323,2.846370968,21.5625,0.304032258,19.0733871,186.071371,133.8794355,-249.3673387,-78.43629032,-269.1298387
576,Animal,Neon Trees,indie pop,657.4395161,2.697580645,21.47177419,0.314516129,19.07258065,186.3185484,133.6895161,-249.875,-78.60483871,-269.7983871
577,Naturally,Selena Gomez & The Scene,dance pop,658.4875,2.548790323,21.38104839,0.325,19.07177419,186.5657258,133.4995968,-250.3826613,-78.7733871,-270.4669355
578,I Like It,Enrique Iglesias,dance pop,659.5354839,2.4,21.29032258,0.335483871,19.07096774,186.8129032,133.3096774,-250.8903226,-78.94193548,-271.1354839
579,Teenage Dream,Katy Perry,dance pop,660.5834677,2.251209677,21.19959677,0.345967742,19.07016129,187.0600806,133.1197581,-251.3979839,-79.11048387,-271.8040323
580,California Gurls,Katy Perry,dance pop,661.6314516,2.102419355,21.10887097,0.356451613,19.06935484,187.3072581,132.9298387,-251.9056452,-79.27903226,-272.4725806
581,13,Britney Spears,dance pop,662.6794355,1.953629032,21.01814516,0.366935484,19.06854839,187.5544355,132.7399194,-252.4133065,-79.44758065,-273.141129
582,"Hey, Soul Sister",Train,neo mellow,663.7274194,1.80483871,20.92741935,0.377419355,19.06774194,187.8016129,132.55,-252.9209677,-79.61612903,-273.8096774
583,Love The Way You Lie,Eminem,detroit hip hop,664.7754032,1.656048387,20.83669355,0.387903226,19.06693548,188.0487903,132.3600806,-253.428629,-79.78467742,-274.4782258
584,TiK ToK,Kesha,dance pop,665.8233871,1.507258065,20.74596774,0.398387097,19.06612903,188.2959677,132.1701613,-253.9362903,-79.95322581,-275.1467742
585,Bad Romance,Lady Gaga,dance pop,666.871371,1.358467742,20.65524194,0.408870968,19.06532258,188.5431452,131.9802419,-254.4439516,-80.12177419,-275.8153226
586,Just the Way You Are,Bruno Mars,pop,667.9193548,1.209677419,20.56451613,0.419354839,19.06451613,188.7903226,131.7903226,-254.9516129,-80.29032258,-276.483871
587,Baby,Justin Bieber,canadian pop,668.9673387,1.060887097,20.47379032,0.42983871,19.06370968,189.0375,131.6004032,-255.4592742,-80.45887097,-277.1524194
588,Dynamite,Taio Cruz,dance pop,670.0153226,0.912096774,20.38306452,0.440322581,19.06290323,189.2846774,131.4104839,-255.9669355,-80.62741935,-277.8209677
589,Secrets,OneRepublic,dance pop,671.0633065,0.763306452,20.29233871,0.450806452,19.06209677,189.5318548,131.2205645,-256.4745968,-80.79596774,-278.4895161
590,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,672.1112903,0.614516129,20.2016129,0.461290323,19.06129032,189.7790323,131.0306452,-256.9822581,-80.96451613,-279.1580645
591,Only Girl (In The World),Rihanna,barbadian pop,673.1592742,0.465725806,20.1108871,0.471774194,19.06048387,190.0262097,130.8407258,-257.4899194,-81.13306452,-279.8266129
592,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,674.2072581,0.316935484,20.02016129,0.482258065,19.05967742,190.2733871,130.6508065,-257.9975806,-81.3016129,-280.4951613
593,Marry You,Bruno Mars,pop,675.2552419,0.168145161,19.92943548,0.492741935,19.05887097,190.5205645,130.4608871,-258.5052419,-81.47016129,-281.1637097
594,Cooler Than Me - Single Mix,Mike Posner,dance pop,676.3032258,0.019354839,19.83870968,0.503225806,19.05806452,190.7677419,130.2709677,-259.0129032,-81.63870968,-281.8322581
595,Telephone,Lady Gaga,dance pop,677.3512097,-0.129435484,19.74798387,0.513709677,19.05725806,191.0149194,130.0810484,-259.5205645,-81.80725806,-282.5008065
596,Like A G17,Far East Movement,dance pop,678.3991935,-0.278225806,19.65725806,0.524193548,19.05645161,191.2620968,129.891129,-260.0282258,-81.97580645,-283.1693548
597,OMG (feat. will.i.am),Usher,atl hip hop,679.4471774,-0.427016129,19.56653226,0.534677419,19.05564516,191.5092742,129.7012097,-260.5358871,-82.14435484,-283.8379032
598,Eenie Meenie,Sean Kingston,dance pop,680.4951613,-0.575806452,19.47580645,0.54516129,19.05483871,191.7564516,129.5112903,-261.0435484,-82.31290323,-284.5064516
599,The Time (Dirty Bit),The Black Eyed Peas,dance pop,681.5431452,-0.724596774,19.38508065,0.555645161,19.05403226,192.003629,129.321371,-261.5512097,-82.48145161,-285.175
600,Alejandro,Lady Gaga,dance pop,682.591129,-0.873387097,19.29435484,0.566129032,19.05322581,192.2508065,129.1314516,-262.058871,-82.65,-285.8435484
601,"Hey, Soul Sister",Train,neo mellow,683.6391129,-1.022177419,19.20362903,0.576612903,19.05241935,192.4979839,128.9415323,-262.5665323,-82.81854839,-286.5120968
602,Love The Way You Lie,Eminem,detroit hip hop,684.6870968,-1.170967742,19.11290323,0.587096774,19.0516129,192.7451613,128.7516129,-263.0741935,-82.98709677,-287.1806452
603,TiK ToK,Kesha,dance pop,685.7350806,-1.319758065,19.02217742,0.597580645,19.05080645,192.9923387,128.5616935,-263.5818548,-83.15564516,-287.8491935
604,Bad Romance,Lady Gaga,dance pop,686.7830645,-1.468548387,18.93145161,0.608064516,19.05,193.2395161,128.3717742,-264.0895161,-83.32419355,-288.5177419
605,Just the Way You Are,Bruno Mars,pop,687.8310484,-1.61733871,18.84072581,0.618548387,19.04919355,193.4866935,128.1818548,-264.5971774,-83.49274194,-289.1862903
606,Baby,Justin Bieber,canadian pop,688.8790323,-1.766129032,18.75,0.629032258,19.0483871,193.733871,127.9919355,-265.1048387,-83.66129032,-289.8548387
607,Dynamite,Taio Cruz,dance pop,689.9270161,-1.914919355,18.65927419,0.639516129,19.04758065,193.9810484,127.8020161,-265.6125,-83.82983871,-290.5233871
608,Secrets,OneRepublic,dance pop,690.975,-2.063709677,18.56854839,0.65,19.04677419,194.2282258,127.6120968,-266.1201613,-83.9983871,-291.1919355
609,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,692.0229839,-2.2125,18.47782258,0.660483871,19.04596774,194.4754032,127.4221774,-266.6278226,-84.16693548,-291.8604839
610,Only Girl (In The World),Rihanna,barbadian pop,693.0709677,-2.361290323,18.38709677,0.670967742,19.04516129,194.7225806,127.2322581,-267.1354839,-84.33548387,-292.5290323
611,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,694.1189516,-2.510080645,18.29637097,0.681451613,19.04435484,194.9697581,127.0423387,-267.6431452,-84.50403226,-293.1975806
612,Marry You,Bruno Mars,pop,695.1669355,-2.658870968,18.20564516,0.691935484,19.04354839,195.2169355,126.8524194,-268.1508065,-84.67258065,-293.866129
613,Cooler Than Me - Single Mix,Mike Posner,dance pop,696.2149194,-2.80766129,18.11491935,0.702419355,19.04274194,195.4641129,126.6625,-268.6584677,-84.84112903,-294.5346774
614,Telephone,Lady Gaga,dance pop,697.2629032,-2.956451613,18.02419355,0.712903226,19.04193548,195.7112903,126.4725806,-269.166129,-85.00967742,-295.2032258
615,Like A G17,Far East Movement,dance pop,698.3108871,-3.105241935,17.93346774,0.723387097,19.04112903,195.9584677,126.2826613,-269.6737903,-85.17822581,-295.8717742
616,OMG (feat. will.i.am),Usher,atl hip hop,699.358871,-3.254032258,17.84274194,0.733870968,19.04032258,196.2056452,126.0927419,-270.1814516,-85.34677419,-296.5403226
617,Eenie Meenie,Sean Kingston,dance pop,700.4068548,-3.402822581,17.75201613,0.744354839,19.03951613,196.4528226,125.9028226,-270.6891129,-85.51532258,-297.208871
618,The Time (Dirty Bit),The Black Eyed Peas,dance pop,701.4548387,-3.551612903,17.66129032,0.75483871,19.03870968,196.7,125.7129032,-271.1967742,-85.68387097,-297.8774194
619,Alejandro,Lady Gaga,dance pop,702.5028226,-3.700403226,17.57056452,0.765322581,19.03790323,196.9471774,125.5229839,-271.7044355,-85.85241935,-298.5459677
620,Your Love Is My Drug,Kesha,dance pop,703.5508065,-3.849193548,17.47983871,0.775806452,19.03709677,197.1943548,125.3330645,-272.2120968,-86.02096774,-299.2145161
621,Meet Me Halfway,The Black Eyed Peas,dance pop,704.5987903,-3.997983871,17.3891129,0.786290323,19.03629032,197.4415323,125.1431452,-272.7197581,-86.18951613,-299.8830645
622,Whataya Want from Me,Adam Lambert,australian pop,705.6467742,-4.146774194,17.2983871,0.796774194,19.03548387,197.6887097,124.9532258,-273.2274194,-86.35806452,-300.5516129
623,Take It Off,Kesha,dance pop,706.6947581,-4.295564516,17.20766129,0.807258065,19.03467742,197.9358871,124.7633065,-273.7350806,-86.5266129,-301.2201613
624,Misery,Maroon 16,pop,707.7427419,-4.444354839,17.11693548,0.817741935,19.03387097,198.1830645,124.5733871,-274.2427419,-86.69516129,-301.8887097
625,All The Right Moves,OneRepublic,dance pop,708.7907258,-4.593145161,17.02620968,0.828225806,19.03306452,198.4302419,124.3834677,-274.7504032,-86.86370968,-302.5572581
626,Animal,Neon Trees,indie pop,709.8387097,-4.741935484,16.93548387,0.838709677,19.03225806,198.6774194,124.1935484,-275.2580645,-87.03225806,-303.2258065
627,Naturally,Selena Gomez & The Scene,dance pop,710.8866935,-4.890725806,16.84475806,0.849193548,19.03145161,198.9245968,124.003629,-275.7657258,-87.20080645,-303.8943548
628,I Like It,Enrique Iglesias,dance pop,711.9346774,-5.039516129,16.75403226,0.859677419,19.03064516,199.1717742,123.8137097,-276.2733871,-87.36935484,-304.5629032
629,Teenage Dream,Katy Perry,dance pop,712.9826613,-5.188306452,16.66330645,0.87016129,19.02983871,199.4189516,123.6237903,-276.7810484,-87.53790323,-305.2314516
630,California Gurls,Katy Perry,dance pop,714.0306452,-5.337096774,16.57258065,0.880645161,19.02903226,199.666129,123.433871,-277.2887097,-87.70645161,-305.9
631,14,Britney Spears,dance pop,715.078629,-5.485887097,16.48185484,0.891129032,19.02822581,199.9133065,123.2439516,-277.796371,-87.875,-306.5685484
632,"Hey, Soul Sister",Train,neo mellow,716.1266129,-5.634677419,16.39112903,0.901612903,19.02741935,200.1604839,123.0540323,-278.3040323,-88.04354839,-307.2370968
633,Love The Way You Lie,Eminem,detroit hip hop,717.1745968,-5.783467742,16.30040323,0.912096774,19.0266129,200.4076613,122.8641129,-278.8116935,-88.21209677,-307.9056452
634,TiK ToK,Kesha,dance pop,718.2225806,-5.932258065,16.20967742,0.922580645,19.02580645,200.6548387,122.6741935,-279.3193548,-88.38064516,-308.5741935
635,Bad Romance,Lady Gaga,dance pop,719.2705645,-6.081048387,16.11895161,0.933064516,19.025,200.9020161,122.4842742,-279.8270161,-88.54919355,-309.2427419
636,Just the Way You Are,Bruno Mars,pop,720.3185484,-6.22983871,16.02822581,0.943548387,19.02419355,201.1491935,122.2943548,-280.3346774,-88.71774194,-309.9112903
637,Baby,Justin Bieber,canadian pop,721.3665323,-6.378629032,15.9375,0.954032258,19.0233871,201.396371,122.1044355,-280.8423387,-88.88629032,-310.5798387
638,Dynamite,Taio Cruz,dance pop,722.4145161,-6.527419355,15.84677419,0.964516129,19.02258065,201.6435484,121.9145161,-281.35,-89.05483871,-311.2483871
639,Secrets,OneRepublic,dance pop,723.4625,-6.676209677,15.75604839,0.975,19.02177419,201.8907258,121.7245968,-281.8576613,-89.2233871,-311.9169355
640,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,724.5104839,-6.825,15.66532258,0.985483871,19.02096774,202.1379032,121.5346774,-282.3653226,-89.39193548,-312.5854839
641,Only Girl (In The World),Rihanna,barbadian pop,725.5584677,-6.973790323,15.57459677,0.995967742,19.02016129,202.3850806,121.3447581,-282.8729839,-89.56048387,-313.2540323
642,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,726.6064516,-7.122580645,15.48387097,1.006451613,19.01935484,202.6322581,121.1548387,-283.3806452,-89.72903226,-313.9225806
643,Marry You,Bruno Mars,pop,727.6544355,-7.271370968,15.39314516,1.016935484,19.01854839,202.8794355,120.9649194,-283.8883065,-89.89758065,-314.591129
644,Cooler Than Me - Single Mix,Mike Posner,dance pop,728.7024194,-7.42016129,15.30241935,1.027419355,19.01774194,203.1266129,120.775,-284.3959677,-90.06612903,-315.2596774
645,Telephone,Lady Gaga,dance pop,729.7504032,-7.568951613,15.21169355,1.037903226,19.01693548,203.3737903,120.5850806,-284.903629,-90.23467742,-315.9282258
646,Like A G18,Far East Movement,dance pop,730.7983871,-7.717741935,15.12096774,1.048387097,19.01612903,203.6209677,120.3951613,-285.4112903,-90.40322581,-316.5967742
647,OMG (feat. will.i.am),Usher,atl hip hop,731.846371,-7.866532258,15.03024194,1.058870968,19.01532258,203.8681452,120.2052419,-285.9189516,-90.57177419,-317.2653226
648,Eenie Meenie,Sean Kingston,dance pop,732.8943548,-8.015322581,14.93951613,1.069354839,19.01451613,204.1153226,120.0153226,-286.4266129,-90.74032258,-317.933871
649,The Time (Dirty Bit),The Black Eyed Peas,dance pop,733.9423387,-8.164112903,14.84879032,1.07983871,19.01370968,204.3625,119.8254032,-286.9342742,-90.90887097,-318.6024194
650,Alejandro,Lady Gaga,dance pop,734.9903226,-8.312903226,14.75806452,1.090322581,19.01290323,204.6096774,119.6354839,-287.4419355,-91.07741935,-319.2709677
651,"Hey, Soul Sister",Train,neo mellow,736.0383065,-8.461693548,14.66733871,1.100806452,19.01209677,204.8568548,119.4455645,-287.9495968,-91.24596774,-319.9395161
652,Love The Way You Lie,Eminem,detroit hip hop,737.0862903,-8.610483871,14.5766129,1.111290323,19.01129032,205.1040323,119.2556452,-288.4572581,-91.41451613,-320.6080645
653,TiK ToK,Kesha,dance pop,738.1342742,-8.759274194,14.4858871,1.121774194,19.01048387,205.3512097,119.0657258,-288.9649194,-91.58306452,-321.2766129
654,Bad Romance,Lady Gaga,dance pop,739.1822581,-8.908064516,14.39516129,1.132258065,19.00967742,205.5983871,118.8758065,-289.4725806,-91.7516129,-321.9451613
